ccn_str,Facility Name,StateNorm,tag_label,has_ewh_psych,has_ewh_md,has_both,Psychiatry Provider 1,Medical Director Name,Survey Date,Scope Severity Code
155208,Aperion Care Hanover ALF,Indiana,F0880,False,False,False,XXX,XXX,2023-09-27,E
155208,Aperion Care Hanover SNF,Indiana,F0880,False,False,False,XXX,XXX,2023-09-27,E
155208,Aperion Care Hanover ALF,Indiana,F0757,False,False,False,XXX,XXX,2023-02-27,D
155208,Aperion Care Hanover SNF,Indiana,F0757,False,False,False,XXX,XXX,2023-02-27,D
155214,"St Anthony, Majestic Care",Indiana,F0757,True,False,False,Lakisha Eskridge,XXX,2024-10-09,D
155214,"St Anthony, Majestic Care",Indiana,F0880,True,False,False,Lakisha Eskridge,XXX,2024-05-20,D
155219,Majestic Care of South Bend,Indiana,F0759,True,False,False,Vinicius Teixeira,XXX,2024-10-04,D
155219,Majestic Care of South Bend,Indiana,F0880,True,False,False,Vinicius Teixeira,XXX,2024-10-04,D
155219,Majestic Care of South Bend,Indiana,F0755,True,False,False,Vinicius Teixeira,XXX,2024-07-15,D
155219,Majestic Care of South Bend,Indiana,F0755,True,False,False,Vinicius Teixeira,XXX,2023-08-28,D
155219,Majestic Care of South Bend,Indiana,F0756,True,False,False,Vinicius Teixeira,XXX,2023-08-28,D
155219,Majestic Care of South Bend,Indiana,F0757,True,False,False,Vinicius Teixeira,XXX,2023-08-28,D
155219,Majestic Care of South Bend,Indiana,F0759,True,False,False,Vinicius Teixeira,XXX,2023-08-28,D
155219,Majestic Care of South Bend,Indiana,F0880,True,False,False,Vinicius Teixeira,XXX,2023-08-28,D
155219,Majestic Care of South Bend,Indiana,F0755,True,False,False,Vinicius Teixeira,XXX,2022-08-05,D
155219,Majestic Care of South Bend,Indiana,F0867,True,False,False,Vinicius Teixeira,XXX,2022-08-05,E
155221,Westminster Village,Indiana,F0757,True,False,False,Josephine Mwachande,XXX,2024-03-27,D
155221,Westminster Village,Indiana,F0880,True,False,False,Josephine Mwachande,XXX,2024-03-27,D
155221,Westminster Village,Indiana,F0757,True,False,False,Josephine Mwachande,XXX,2023-01-18,D
155222,Kokomo HCC,Indiana,F0755,True,False,False,Paris Avant,XXX,2025-09-08,F
155222,Kokomo HCC,Indiana,F0755,True,False,False,Paris Avant,XXX,2024-03-07,D
155226,North Capitol Nursing and Rehabilitation,Indiana,F0880,True,False,False,Cheryl Davis-Land,XXX,2025-07-30,E
155226,North Capitol Nursing and Rehabilitation,Indiana,F0880,True,False,False,Cheryl Davis-Land,XXX,2024-06-03,D
155226,North Capitol Nursing and Rehabilitation,Indiana,F0757,True,False,False,Cheryl Davis-Land,XXX,2023-03-07,D
155233,The Waters of Batesville,Indiana,F0755,True,True,True,Jared Caudill,Donald Wolfram,2025-02-10,D
155233,The Waters of Batesville,Indiana,F0757,True,True,True,Jared Caudill,Donald Wolfram,2023-12-14,D
155233,The Waters of Batesville,Indiana,F0760,True,True,True,Jared Caudill,Donald Wolfram,2023-12-14,D
155233,The Waters of Batesville,Indiana,F0867,True,True,True,Jared Caudill,Donald Wolfram,2023-12-14,D
155233,The Waters of Batesville,Indiana,F0755,True,True,True,Jared Caudill,Donald Wolfram,2023-11-14,D
155233,The Waters of Batesville,Indiana,F0880,True,True,True,Jared Caudill,Donald Wolfram,2023-11-14,D
155233,The Waters of Batesville,Indiana,F0755,True,True,True,Jared Caudill,Donald Wolfram,2023-09-15,D
155233,The Waters of Batesville,Indiana,F0865,True,True,True,Jared Caudill,Donald Wolfram,2022-11-17,D
155237,Bethany Village,Indiana,F0880,True,False,False,Ronica Jackson,XXX,2023-12-01,D
155241,Forest Creek Village,Indiana,F0880,False,False,False,XXX,XXX,2025-06-24,D
155241,Forest Creek Village,Indiana,F0880,False,False,False,XXX,XXX,2025-05-21,D
155241,Forest Creek Village,Indiana,F0759,False,False,False,XXX,XXX,2025-03-14,E
155241,Forest Creek Village,Indiana,F0880,False,False,False,XXX,XXX,2025-03-14,D
155241,Forest Creek Village,Indiana,F0755,False,False,False,XXX,XXX,2025-01-30,D
155246,Chesterton Manor,Indiana,F0880,True,False,False,Lakisha Eskridge,XXX,2025-03-06,D
155246,Chesterton Manor,Indiana,F0880,True,False,False,Lakisha Eskridge,XXX,2024-11-13,D
155246,Chesterton Manor,Indiana,F0757,True,False,False,Lakisha Eskridge,XXX,2023-03-24,D
155249,Chateau Rehabilitation - (Sig-Ft Wayne),Indiana,F0880,True,True,True,Mindy Scott,Christopher Baltes,2024-08-19,D
155249,Chateau Rehabilitation - (Sig-Ft Wayne),Indiana,F0867,True,True,True,Mindy Scott,Christopher Baltes,2023-08-08,F
155251,The Waters of Hobart,Indiana,F0757,False,False,False,XXX,XXX,2025-06-17,D
155251,The Waters of Hobart,Indiana,F0880,False,False,False,XXX,XXX,2025-06-17,D
155251,The Waters of Hobart,Indiana,F0880,False,False,False,XXX,XXX,2024-10-29,D
155251,The Waters of Hobart,Indiana,F0880,False,False,False,XXX,XXX,2024-03-04,D
155251,The Waters of Hobart,Indiana,F0755,False,False,False,XXX,XXX,2024-02-07,D
155251,The Waters of Hobart,Indiana,F0759,False,False,False,XXX,XXX,2024-02-07,E
155251,The Waters of Hobart,Indiana,F0880,False,False,False,XXX,XXX,2024-02-07,D
155251,The Waters of Hobart,Indiana,F0755,False,False,False,XXX,XXX,2023-08-30,D
155251,The Waters of Hobart,Indiana,F0757,False,False,False,XXX,XXX,2023-05-12,E
155251,The Waters of Hobart,Indiana,F0880,False,False,False,XXX,XXX,2023-05-12,D
155254,Aperion Care of Greenfield,Indiana,F0880,True,True,True,TBD,Steven DeLee,2024-08-30,E
155254,Aperion Care of Greenfield,Indiana,F0880,True,True,True,TBD,Steven DeLee,2022-03-14,E
155255,Celebrate Senior Living of Fort Wayne,Indiana,F0880,False,False,False,XXX,XXX,2023-04-17,E
155269,East Lake,Indiana,F0880,False,False,False,XXX,XXX,2025-01-28,D
155269,East Lake,Indiana,F0880,False,False,False,XXX,XXX,2024-01-29,D
155270,Core of Dale Nursing and Rehab,Indiana,F0880,True,True,True,Sonya Taylor,Kevin Neese,2024-08-21,E
155270,Core of Dale Nursing and Rehab,Indiana,F0759,True,True,True,Sonya Taylor,Kevin Neese,2023-08-02,D
155270,Core of Dale Nursing and Rehab,Indiana,F0880,True,True,True,Sonya Taylor,Kevin Neese,2023-08-02,E
155274,Waters of Rockport,Indiana,F0605,True,False,False,Amanda Stagg,XXX,2025-05-23,D
155274,Waters of Rockport,Indiana,F0755,True,False,False,Amanda Stagg,XXX,2025-01-09,E
155274,Waters of Rockport,Indiana,F0755,True,False,False,Amanda Stagg,XXX,2024-04-05,D
155274,Waters of Rockport,Indiana,F0757,True,False,False,Amanda Stagg,XXX,2024-04-05,E
155274,Waters of Rockport,Indiana,F0880,True,False,False,Amanda Stagg,XXX,2024-04-05,D
155280,The Waters of Dillsboro,Indiana,F0880,True,False,False,Jared Caudill,XXX,2025-07-18,D
155280,The Waters of Dillsboro,Indiana,F0755,True,False,False,Jared Caudill,XXX,2025-06-17,D
155280,The Waters of Dillsboro,Indiana,F0755,True,False,False,Jared Caudill,XXX,2025-03-06,D
155280,The Waters of Dillsboro,Indiana,F0880,True,False,False,Jared Caudill,XXX,2025-03-06,D
155280,The Waters of Dillsboro,Indiana,F0755,True,False,False,Jared Caudill,XXX,2023-02-15,D
155280,The Waters of Dillsboro,Indiana,F0757,True,False,False,Jared Caudill,XXX,2023-02-15,D
155286,Avalon Village,Indiana,F0755,True,False,False,TBD,XXX,2024-11-06,D
155286,Avalon Village,Indiana,F0880,True,False,False,TBD,XXX,2024-11-06,D
155291,Eagle Valley Meadows,Indiana,F0880,False,False,False,XXX,XXX,2025-08-01,E
155291,Eagle Valley Meadows,Indiana,F0755,False,False,False,XXX,XXX,2024-10-10,D
155291,Eagle Valley Meadows,Indiana,F0880,False,False,False,XXX,XXX,2024-10-10,D
155291,Eagle Valley Meadows,Indiana,F0880,False,False,False,XXX,XXX,2024-06-06,D
155291,Eagle Valley Meadows,Indiana,F0755,False,False,False,XXX,XXX,2023-03-20,E
155292,American Village,Indiana,F0880,False,False,False,XXX,XXX,2025-02-25,D
155292,American Village,Indiana,F0755,False,False,False,XXX,XXX,2024-01-10,D
155292,American Village,Indiana,F0880,False,False,False,XXX,XXX,2024-01-10,E
155292,American Village,Indiana,F0755,False,False,False,XXX,XXX,2023-02-15,D
155292,American Village,Indiana,F0755,False,False,False,XXX,XXX,2022-09-28,D
155292,American Village,Indiana,F0756,False,False,False,XXX,XXX,2022-09-28,D
155295,Clinton House Rehab & HCC,Indiana,F0880,False,False,False,XXX,XXX,2025-08-15,D
155295,Clinton House Rehab & HCC,Indiana,F0880,False,False,False,XXX,XXX,2024-09-10,D
155295,Clinton House Rehab & HCC,Indiana,F0755,False,False,False,XXX,XXX,2023-06-06,D
155295,Clinton House Rehab & HCC,Indiana,F0755,False,False,False,XXX,XXX,2023-09-01,E
155319,Clinton Gardens,Indiana,F0755,True,False,False,Josephine Mwachande,XXX,2025-06-10,D
155319,Clinton Gardens,Indiana,F0760,True,False,False,Josephine Mwachande,XXX,2025-08-11,D
155319,Clinton Gardens,Indiana,F0757,True,False,False,Josephine Mwachande,XXX,2023-06-06,D
155332,Heritage House of Connersville,Indiana,F0880,False,False,False,XXX,XXX,2023-11-17,D
155332,Heritage House of Connersville,Indiana,F0880,False,False,False,XXX,XXX,2022-09-22,D
155333,Paoli Health and Living Community SNF,Indiana,F0880,True,False,False,Sonya Taylor,XXX,2025-04-11,D
155333,Paoli Health and Living Community SNF,Indiana,F0880,True,False,False,Sonya Taylor,XXX,2024-02-13,E
155335,Ossian Healthcare ALF,Indiana,F0880,True,False,False,Mindy Scott,XXX,2023-09-20,E
155335,Ossian Healthcare SNF,Indiana,F0880,True,False,False,Mindy Scott,XXX,2023-09-20,E
155338,Majestic Care of Avon,Indiana,F0755,True,False,False,Ronica Jackson,XXX,2023-04-28,E
155338,Majestic Care of Avon,Indiana,F0755,True,False,False,Ronica Jackson,XXX,2022-03-15,D
155338,Majestic Care of Avon,Indiana,F0880,True,False,False,Ronica Jackson,XXX,2022-03-15,D
155352,Elkhart Meadows,Indiana,F0759,True,False,False,Mary Nguru,XXX,2024-08-30,D
155353,Hickory Creek - Greensburg,Indiana,F0880,True,False,False,Jared Caudill,XXX,2025-09-22,D
155353,Hickory Creek - Greensburg,Indiana,F0757,True,False,False,Jared Caudill,XXX,2024-10-11,D
155353,Hickory Creek - Greensburg,Indiana,F0759,True,False,False,Jared Caudill,XXX,2024-10-11,D
155353,Hickory Creek - Greensburg,Indiana,F0757,True,False,False,Jared Caudill,XXX,2023-08-10,D
155353,Hickory Creek - Greensburg,Indiana,F0880,True,False,False,Jared Caudill,XXX,2023-08-10,D
155355,West Bend Nursing and Rehabilitation,Indiana,F0605,False,False,False,XXX,XXX,2025-06-19,D
155355,West Bend Nursing and Rehabilitation,Indiana,F0757,False,False,False,XXX,XXX,2024-12-09,D
155355,West Bend Nursing and Rehabilitation,Indiana,F0880,False,False,False,XXX,XXX,2024-12-09,D
155355,West Bend Nursing and Rehabilitation,Indiana,F0755,False,False,False,XXX,XXX,2022-10-25,D
155355,West Bend Nursing and Rehabilitation,Indiana,F0757,False,False,False,XXX,XXX,2022-10-25,D
155358,Majestic Care of Deming Park,Indiana,F0756,True,False,False,Josephine Mwachande,XXX,2025-06-25,D
155358,Majestic Care of Deming Park,Indiana,F0880,True,False,False,Josephine Mwachande,XXX,2025-06-25,D
155358,Majestic Care of Deming Park,Indiana,F0759,True,False,False,Josephine Mwachande,XXX,2024-06-07,D
155368,Todd Dickey,Indiana,F0755,True,False,False,Betsy Harrison,XXX,2024-01-18,D
155379,Life Care - Rochester,Indiana,F0605,True,True,True,Jessica Hughes,Donald Wolfram,2025-09-19,D
155379,Life Care - Rochester,Indiana,F0880,True,True,True,Jessica Hughes,Donald Wolfram,2025-09-19,D
155379,Life Care - Rochester,Indiana,F0880,True,True,True,Jessica Hughes,Donald Wolfram,2024-09-20,D
155379,Life Care - Rochester,Indiana,F0880,True,True,True,Jessica Hughes,Donald Wolfram,2023-11-17,D
155383,Washington HCC,Indiana,F0757,True,False,False,Cheryl Davis-Land,XXX,2023-05-26,D
155387,Caroleton Healthcare Center,Indiana,F0757,True,False,False,Josephine Mwachande,XXX,2022-12-02,D
155388,Core of Bedford Nursing,Indiana,F0755,True,False,False,Jennifer Phelps,XXX,2025-01-17,D
155388,Core of Bedford Nursing,Indiana,F0880,True,False,False,Jennifer Phelps,XXX,2023-03-17,F
155417,Hickory Creek - Scottsburg,Indiana,F0755,True,False,False,Sonya Taylor,XXX,2025-12-04,D
155417,Hickory Creek - Scottsburg,Indiana,F0755,True,False,False,Sonya Taylor,XXX,2024-12-06,D
155417,Hickory Creek - Scottsburg,Indiana,F0880,True,False,False,Sonya Taylor,XXX,2024-12-06,E
155424,Hickory Creek - Columbus,Indiana,F0755,True,True,True,Jennifer Phelps,Marwan Mustaklem,2025-09-12,D
155430,Hickory Creek at Rochester,Indiana,F0880,False,False,False,XXX,XXX,2024-06-10,E
155430,Hickory Creek at Rochester,Indiana,F0880,False,False,False,XXX,XXX,2021-11-19,D
155432,Albany Health and Rehabilitation,Indiana,F0755,False,True,False,XXX,Vahid-David Sedaghat,2024-01-22,D
155432,Albany Health and Rehabilitation,Indiana,F0760,False,True,False,XXX,Vahid-David Sedaghat,2023-08-16,G
155442,Hickory Creek - Franklin,Indiana,F0880,False,False,False,XXX,XXX,2024-04-05,D
155442,Hickory Creek - Franklin,Indiana,F0880,False,False,False,XXX,XXX,2023-09-27,D
155443,The Waters of Muncie,Indiana,F0755,True,True,True,Jessica Wahl,Steven DeLee,2025-03-31,E
155443,The Waters of Muncie,Indiana,F0865,True,True,True,Jessica Wahl,Steven DeLee,2025-03-31,E
155443,The Waters of Muncie,Indiana,F0755,True,True,True,Jessica Wahl,Steven DeLee,2024-05-17,E
155443,The Waters of Muncie,Indiana,F0755,True,True,True,Jessica Wahl,Steven DeLee,2023-06-30,F
155443,The Waters of Muncie,Indiana,F0880,True,True,True,Jessica Wahl,Steven DeLee,2023-06-30,E
155462,Swiss Villa Nursing and Rehab,Indiana,F0757,True,False,False,Jared Caudill,XXX,2023-08-02,D
155462,Swiss Villa Nursing and Rehab,Indiana,F0880,True,False,False,Jared Caudill,XXX,2023-10-11,D
155471,Four Seasons Retirement Center AL,Indiana,F0755,True,False,False,Jennifer Phelps,XXX,2025-06-23,D
155471,Four Seasons Retirement Center - SNF,Indiana,F0755,True,False,False,Jennifer Phelps,XXX,2025-06-23,D
155471,Four Seasons Retirement Center AL,Indiana,F0755,True,False,False,Jennifer Phelps,XXX,2023-02-07,D
155471,Four Seasons Retirement Center - SNF,Indiana,F0755,True,False,False,Jennifer Phelps,XXX,2023-02-07,D
155480,Envive Healthcare of Brookville,Indiana,F0880,True,False,False,Jared Caudill,XXX,2025-02-27,D
155483,The Waters of Rising Sun,Indiana,F0757,True,False,False,Jared Caudill,XXX,2025-01-09,D
155483,The Waters of Rising Sun,Indiana,F0755,True,False,False,Jared Caudill,XXX,2023-09-26,D
155483,The Waters of Rising Sun,Indiana,F0755,True,False,False,Jared Caudill,XXX,2023-01-18,D
155483,The Waters of Rising Sun,Indiana,F0757,True,False,False,Jared Caudill,XXX,2023-01-18,D
155484,Southland Healthcare Center,South Carolina,F0760,True,False,False,Hosea Keoch,XXX,2025-04-10,E
155484,Southland Healthcare Center,South Carolina,F0880,True,False,False,Hosea Keoch,XXX,2025-04-10,D
155484,Southland Healthcare Center,South Carolina,F0880,True,False,False,Hosea Keoch,XXX,2024-12-09,D
155484,Southland Healthcare Center,South Carolina,F0760,True,False,False,Hosea Keoch,XXX,2024-12-31,E
155484,Southland Healthcare Center,South Carolina,F0755,True,False,False,Hosea Keoch,XXX,2024-05-17,D
155484,Southland Healthcare Center,South Carolina,F0755,True,False,False,Hosea Keoch,XXX,2024-01-24,D
155484,Southland Healthcare Center,South Carolina,F0880,True,False,False,Hosea Keoch,XXX,2022-07-26,E
155505,Robin Run SNF,Indiana,F0880,False,True,False,XXX,Marwan Mustaklem,2025-12-23,D
155505,Robin Run SNF,Indiana,F0605,False,True,False,XXX,Marwan Mustaklem,2025-09-23,D
155505,Robin Run SNF,Indiana,F0880,False,True,False,XXX,Marwan Mustaklem,2025-09-23,E
155505,Robin Run SNF,Indiana,F0755,False,True,False,XXX,Marwan Mustaklem,2024-08-23,D
155505,Robin Run SNF,Indiana,F0755,False,True,False,XXX,Marwan Mustaklem,2023-06-12,D
